,TweetID,Labels,Targets
62,1498866474441752587,Hate,Organisation
63,1498866492581900294,Hate,Community
64,1498866532427997186,Hate,Individual
65,1498866563566510081,Hate,Community
66,1498866601700909057,Hate,Individual
67,1498866746609975302,Hate,Individual
68,1498866750347218947,Hate,Individual
69,1498875345826689024,Hate,Organisation
70,1498875366366089218,Hate,Individual
71,1498875455436300291,Hate,Community
72,1498875463539867648,Hate,Community
73,1498875529965056000,Hate,Organisation
74,1498875538907144192,Hate,Individual
75,1498875639297941505,Hate,Community
76,1498884401274384384,Hate,Community
77,1499180536383815680,Hate,Individual
78,1499180610832801794,Hate,Individual
79,1499180632911622145,Hate,Individual
80,1499180656781193217,Hate,Individual
81,1499180669364326400,Hate,Individual
82,1499180687387103234,Hate,Individual
83,1499180690398760964,Hate,Individual
84,1499180734069698563,Hate,Individual
85,1499180799610007559,Hate,Individual
86,1499180854282981377,Hate,Individual
87,1499188191236136962,Hate,Individual
88,1499188350279892994,Hate,Individual
89,1499188501262315520,Hate,Individual
90,1499188505624338439,Hate,Individual
91,1499196919524040706,Hate,Individual
92,1499196922665771008,Hate,Individual
93,1499197090240790528,Hate,Community
94,1499204615719505922,Hate,Individual
95,1499204653057298437,Hate,Individual
96,1499204766856929280,Hate,Individual
97,1499204803901153282,Hate,Individual
98,1499204959832739842,Hate,Individual
99,1499212491901087748,Hate,Individual
100,1499212572821803009,Hate,Individual
101,1499212647195197443,Hate,Individual
102,1499212713460961280,Hate,Organisation
103,1499212714371129344,Hate,Individual
104,1499212824010100736,Hate,Organisation
105,1499212856515981315,Hate,Organisation
106,1499220482310098948,Hate,Individual
107,1499220595732406281,Hate,Individual
108,1499220608730738692,Hate,Community
109,1499220649662980099,Hate,Individual
110,1499220658890412037,Hate,Individual
111,1499220667593412610,Hate,Individual
112,1499220780974063618,Hate,Individual
113,1499220871789092864,Hate,Community
114,1499228330632962048,Hate,Individual
115,1499228410807128067,Hate,Individual
116,1499228463928123395,Hate,Individual
117,1499228493074337799,Hate,Individual
118,1499228591267196932,Hate,Individual
119,1499228637442105344,Hate,Individual
120,1499236566992146434,Hate,Organisation
121,1499236573308755968,Hate,Community
122,1499236581336825858,Hate,Community
123,1499236612877606913,Hate,Individual
124,1499244443853258752,Hate,Organisation
125,1499244460399599618,Hate,Individual
126,1499244505102495747,Hate,Organisation
127,1499244554197041153,Hate,Individual
128,1499244557665546242,Hate,Organisation
129,1499244558823006208,Hate,Individual
130,1499244611944030208,Hate,Individual
131,1499244671645671426,Hate,Individual
132,1499252303991349249,Hate,Individual
133,1499252320768598023,Hate,Individual
134,1499252410396692480,Hate,Individual
135,1499897480246448129,Hate,Individual
136,1499897560793853954,Hate,Community
137,1499897631413350402,Hate,Community
138,1499906725394235395,Hate,Individual
139,1499906733673570311,Hate,Organisation
140,1499906778921725954,Hate,Individual
141,1499906822093918208,Hate,Individual
142,1499906826204188673,Hate,Community
143,1499906917170401285,Hate,Community
144,1499906925663772676,Hate,Organisation
145,1499907014771847172,Hate,Individual
146,1499907124012351489,Hate,Individual
147,1499907140198154241,Hate,Organisation
148,1499907177338875907,Hate,Individual
149,1499916514681503745,Hate,Individual
150,1499916560340717570,Hate,Individual
151,1499916570214162433,Hate,Community
152,1499916580704165891,Hate,Organisation
153,1499916715186028548,Hate,Organisation
154,1499916729450909696,Hate,Community
155,1499916748912414720,Hate,Individual
156,1499916791417614336,Hate,Organisation
157,1499916799348981761,Hate,Individual
158,1499916833369075713,Hate,Individual
159,1499916858874548225,Hate,Community
160,1499916875647520770,Hate,Organisation
161,1499916909168447492,Hate,Individual
162,1499916992446402561,Hate,Community
163,1499926154056126464,Hate,Individual
164,1499926202827489281,Hate,Individual
165,1499926207076319233,Hate,Individual
166,1499926258712555524,Hate,Community
167,1499926270091546624,Hate,Community
168,1499926283450474496,Hate,Individual
169,1499926375800745987,Hate,Individual
170,1499926387293319168,Hate,Individual
171,1499926592927141896,Hate,Individual
172,1499936287033233409,Hate,Individual
173,1499936353961848838,Hate,Organisation
174,1499936567128899584,Hate,Community
175,1499936667020541959,Hate,Individual
176,1499936681691996163,Hate,Organisation
177,1499946050811047940,Hate,Individual
178,1499946119622709251,Hate,Community
179,1499946211339644929,Hate,Individual
180,1499946218314559489,Hate,Community
181,1499946294911152132,Hate,Individual
182,1499946295133282306,Hate,Individual
183,1499946365614374912,Hate,Individual
184,1499946390037807104,Hate,Individual
185,1499946459273506816,Hate,Community
186,1499955743897927684,Hate,Individual
187,1499955753133776896,Hate,Individual
188,1499955761522356225,Hate,Community
189,1499955777741721603,Hate,Individual
190,1499955781243965446,Hate,Individual
191,1499955819420340227,Hate,Individual
192,1499955824025915393,Hate,Individual
193,1499955962731450368,Hate,Community
194,1499956034152062983,Hate,Individual
195,1499956037796839425,Hate,Individual
196,1499956059254915075,Hate,Individual
197,1499956168395042817,Hate,Individual
198,1499965442160484356,Hate,Individual
199,1499965496896397313,Hate,Community
200,1499965526176825344,Hate,Individual
201,1499965571231854592,Hate,Individual
202,1499965620690907138,Hate,Organisation
203,1499965629582872582,Hate,Individual
204,1499965683811061766,Hate,Community
205,1499965692090535936,Hate,Organisation
206,1499965698105548806,Hate,Individual
207,1499965751435870208,Hate,Individual
208,1499965768104128516,Hate,Individual
209,1499975091299434497,Hate,Organisation
210,1499975169019944960,Hate,Individual
211,1499975234794835971,Hate,Community
212,1499975323257085953,Hate,Individual
213,1499975326398619650,Hate,Community
214,1499984392168501250,Hate,Community
215,1499984471696809989,Hate,Community
216,1499984515636547587,Hate,Individual
217,1499984544937787393,Hate,Individual
218,1499984546544168963,Hate,Individual
219,1499984596347199490,Hate,Community
220,1499984694234218505,Hate,Individual
221,1499984712219119622,Hate,Individual
222,1499984831677091842,Hate,Community
223,1499984852447334400,Hate,Organisation
224,1499994391305277442,Hate,Individual
225,1499994399358570498,Hate,Individual
226,1500262020033171466,Hate,Organisation
227,1500262070729728008,Hate,Individual
228,1500262079923687426,Hate,Individual
229,1500262104292421634,Hate,Organisation
230,1500262134319652873,Hate,Individual
231,1500262187771830272,Hate,Community
232,1500262187989966849,Hate,Individual
233,1500262229668737030,Hate,Community
234,1500262243123957762,Hate,Individual
235,1500262418844426240,Hate,Community
236,1500270920820310024,Hate,Community
237,1500270942542602240,Hate,Organisation
238,1500270954685022210,Hate,Community
239,1500270987790909440,Hate,Individual
240,1500270999517990918,Hate,Organisation
241,1500271037686026240,Hate,Individual
242,1500271038730485762,Hate,Individual
243,1500271088110026757,Hate,Individual
244,1500271135157592070,Hate,Community
245,1500271150609354753,Hate,Community
246,1500271189100486660,Hate,Individual
247,1500271247883739138,Hate,Community
248,1500271301826654208,Hate,Individual
249,1500280422093443075,Hate,Individual
250,1500280445753348099,Hate,Individual
251,1500280634484445184,Hate,Community
252,1500280722594144257,Hate,Individual
253,1500280755829633024,Hate,Individual
254,1500289404627152897,Hate,Individual
255,1500289409853255680,Hate,Individual
256,1500289542565232640,Hate,Individual
257,1500289560546213889,Hate,Individual
258,1500289580494381058,Hate,Individual
259,1500289643988021251,Hate,Community
260,1500289669329833985,Hate,Individual
261,1500289729249509376,Hate,Individual
262,1500289769724682247,Hate,Organisation
263,1500298340080431104,Hate,Community
264,1500298348082843649,Hate,Community
265,1500298355544625154,Hate,Individual
266,1500298464256831500,Hate,Community
267,1500298480828305417,Hate,Organisation
268,1500298544023883776,Hate,Organisation
269,1500298661091287042,Hate,Individual
270,1500298712995667971,Hate,Organisation
271,1500306638263230465,Hate,Individual
272,1500306744853082113,Hate,Individual
273,1500306752595804160,Hate,Individual
274,1500306791153889286,Hate,Individual
275,1500306794643550210,Hate,Organisation
276,1500306833541677062,Hate,Organisation
277,1500306835823333378,Hate,Organisation
278,1500306857310752771,Hate,Community
279,1500306933357682691,Hate,Individual
280,1500315604443557891,Hate,Organisation
281,1500315623989170177,Hate,Community
282,1500315775529361410,Hate,Community
283,1500315779757232128,Hate,Individual
284,1500315784446464004,Hate,Individual
285,1500315825340760064,Hate,Organisation
286,1500315853694423043,Hate,Organisation
287,1500315975597494274,Hate,Organisation
288,1500324385454010375,Hate,Individual
289,1500324410011570176,Hate,Individual
290,1500324477686939648,Hate,Individual
291,1500324583920001030,Hate,Community
292,1500324608016207875,Hate,Individual
293,1500324700706283522,Hate,Community
294,1500333169735880704,Hate,Individual
295,1500333314854555651,Hate,Organisation
296,1500333360396210176,Hate,Individual
297,1500333366050267137,Hate,Individual
298,1500333444408115202,Hate,Individual
299,1500333512318017536,Hate,Individual
300,1500333527811907584,Hate,Individual
301,1500341495353778185,Hate,Individual
302,1500341524059639811,Hate,Individual
303,1500341548730437632,Hate,Individual
304,1500341657086091266,Hate,Individual
305,1500341675671142402,Hate,Organisation
306,1500341678032527360,Hate,Individual
307,1500349740571054081,Hate,Individual
308,1500349748452249602,Hate,Individual
309,1500349748582174727,Hate,Individual
310,1500349802240004099,Hate,Individual
311,1500622281806163968,Hate,Individual
312,1500622285329231872,Hate,Individual
313,1500622341994385417,Hate,Individual
314,1500622428887781376,Hate,Organisation
315,1500622448789581826,Hate,Individual
316,1500622536794591240,Hate,Organisation
317,1500622554360254465,Hate,Community
318,1500622578838384641,Hate,Individual
319,1500622613852217347,Hate,Individual
320,1500622642960732160,Hate,Individual
321,1500622689622450178,Hate,Organisation
322,1500630683814961154,Hate,Community
323,1500630691368820741,Hate,Community
324,1500630737665593346,Hate,Individual
325,1500630892737228802,Hate,Community
326,1500630976011120644,Hate,Individual
327,1500630983904743425,Hate,Community
328,1500639360240295941,Hate,Individual
329,1500639385414516737,Hate,Organisation
330,1500639387809468419,Hate,Community
331,1500639512128544773,Hate,Community
332,1500639671281463297,Hate,Individual
333,1500649313877192704,Hate,Individual
334,1500649326707572736,Hate,Individual
335,1500649359448461312,Hate,Individual
336,1500649456207032322,Hate,Organisation
337,1500649490239340547,Hate,Organisation
338,1500649528931856386,Hate,Individual
339,1500649666584756224,Hate,Individual
340,1500658139934433289,Hate,Individual
341,1500658164676452353,Hate,Individual
342,1500658180761792514,Hate,Individual
343,1500658298000838657,Hate,Individual
344,1500658362106712069,Hate,Community
345,1500658415588229126,Hate,Community
346,1500658421183528962,Hate,Organisation
347,1500666691805753348,Hate,Individual
348,1500666707198853123,Hate,Community
349,1500666728707399681,Hate,Organisation
350,1500666738278604800,Hate,Individual
351,1500666753084497920,Hate,Individual
352,1500666759191449601,Hate,Individual
353,1500666770537000962,Hate,Individual
354,1500666964926205953,Hate,Individual
355,1500667017682116612,Hate,Organisation
356,1500667038100082696,Hate,Individual
357,1500675432126976004,Hate,Individual
358,1500675494403973125,Hate,Community
359,1500675647617781762,Hate,Community
360,1500675659831599109,Hate,Individual
361,1500675675258523648,Hate,Community
362,1500675697567748096,Hate,Individual
363,1500675701610979330,Hate,Individual
364,1500675797958504449,Hate,Individual
365,1500683162808205318,Hate,Community
366,1500683167958765570,Hate,Individual
367,1500683171028942851,Hate,Individual
368,1500683253262569474,Hate,Community
369,1500683259084259328,Hate,Organisation
370,1500683308786536448,Hate,Individual
371,1500683405247328259,Hate,Community
372,1500683519973945353,Hate,Community
373,1500691904081575937,Hate,Community
374,1500691914688970752,Hate,Individual
375,1500691919843860484,Hate,Individual
376,1500691979444887555,Hate,Individual
377,1500692008578465793,Hate,Individual
378,1500692080338911237,Hate,Individual
379,1500692084092768258,Hate,Community
380,1500700716117409792,Hate,Organisation
381,1500700731610832897,Hate,Individual
382,1500700733259268096,Hate,Individual
383,1500700737143250948,Hate,Individual
384,1500700750569426944,Hate,Organisation
385,1500700778184409088,Hate,Organisation
386,1500700840713015297,Hate,Community
387,1500701008401420289,Hate,Individual
388,1500701062788837382,Hate,Individual
389,1500709435144130560,Hate,Community
390,1500709435781615618,Hate,Individual
391,1500709464952827905,Hate,Individual
392,1500709493805621248,Hate,Individual
393,1500709507588050947,Hate,Organisation
394,1500709665939902467,Hate,Individual
395,1500709724181913601,Hate,Individual
396,1500717413590917121,Hate,Individual
397,1500717458398740483,Hate,Individual
398,1500717490195689476,Hate,Individual
399,1500984736923017216,Hate,Community
400,1500984762059886594,Hate,Individual
401,1500984787703676929,Hate,Individual
402,1500984790589353985,Hate,Individual
403,1500984825913634817,Hate,Community
404,1500984837917720580,Hate,Individual
405,1500984855248744450,Hate,Individual
406,1500984879420428293,Hate,Community
407,1500984904443645954,Hate,Individual
408,1500984909791432710,Hate,Individual
409,1500985017337622529,Hate,Individual
410,1500985072782036995,Hate,Individual
411,1500985080247996416,Hate,Individual
412,1500992634235637762,Hate,Organisation
413,1500992661708234758,Hate,Individual
414,1500992710911479812,Hate,Individual
415,1500992793967468544,Hate,Organisation
416,1500992822639755264,Hate,Organisation
417,1500992828696113154,Hate,Individual
418,1500992885738532864,Hate,Individual
419,1500992893741199361,Hate,Organisation
420,1500999877450510340,Hate,Community
421,1500999904327569410,Hate,Community
422,1500999940364931072,Hate,Community
423,1500999982702157825,Hate,Organisation
424,1501000040952836103,Hate,Individual
425,1501000057633796096,Hate,Organisation
426,1501000116752293889,Hate,Individual
427,1501000136620711936,Hate,Individual
428,1501000145629945857,Hate,Organisation
429,1501000198557941765,Hate,Individual
430,1501000214366330887,Hate,Organisation
431,1501008480039223300,Hate,Individual
432,1501008526012993539,Hate,Community
433,1501008547626242049,Hate,Individual
434,1501008561601667074,Hate,Individual
435,1501008573010223111,Hate,Individual
436,1501008611249688578,Hate,Organisation
437,1501008808163758083,Hate,Organisation
438,1501008836148219905,Hate,Individual
439,1501008859439239169,Hate,Individual
440,1501017284973895684,Hate,Individual
441,1501017288455032834,Hate,Individual
442,1501017293152821255,Hate,Individual
443,1501017369031892993,Hate,Individual
444,1501017506516914179,Hate,Individual
445,1501017549961453569,Hate,Organisation
446,1501025375366877189,Hate,Individual
447,1501025422082981893,Hate,Organisation
448,1501025460247007235,Hate,Individual
449,1501025496640851968,Hate,Individual
450,1501025615515992067,Hate,Community
451,1501025691650994178,Hate,Individual
452,1501034100051922944,Hate,Individual
453,1501034104229404674,Hate,Individual
454,1501034129382690819,Hate,Individual
455,1501034146231361538,Hate,Organisation
456,1501034196965355522,Hate,Individual
457,1501034202308898816,Hate,Individual
458,1501034212308172808,Hate,Organisation
459,1501034225927180288,Hate,Individual
460,1501034240468738048,Hate,Individual
461,1501034333922271233,Hate,Community
462,1501042534633680901,Hate,Organisation
463,1501042731002384384,Hate,Individual
464,1501042740112539650,Hate,Individual
465,1501042760178089985,Hate,Individual
466,1501042807393292293,Hate,Individual
467,1501042853107097600,Hate,Individual
468,1501050831906426881,Hate,Individual
469,1501050966770008065,Hate,Organisation
470,1501051008994222086,Hate,Individual
471,1501051016447283202,Hate,Individual
472,1501058943543652352,Hate,Organisation
473,1501058946714509313,Hate,Individual
474,1501059034849308676,Hate,Individual
475,1501059141594406913,Hate,Community
476,1501059172942684160,Hate,Community
477,1501059247282524164,Hate,Organisation
478,1501067588549287937,Hate,Organisation
479,1501067770833752064,Hate,Organisation
480,1501067961725071366,Hate,Individual
481,1501067974379466752,Hate,Individual
482,1501076039816122370,Hate,Community
483,1501076228601614337,Hate,Individual
484,1501076250122612736,Hate,Community
485,1501076328820490242,Hate,Community
486,1501076354300887044,Hate,Organisation
487,1501084050710097922,Hate,Individual
488,1501084104678260737,Hate,Individual
489,1501084132868509696,Hate,Organisation
490,1501349263791595520,Hate,Individual
491,1501349348721901568,Hate,Individual
492,1501349378157690887,Hate,Individual
493,1501349389788332041,Hate,Individual
494,1501349401905840133,Hate,Community
495,1501349414731976707,Hate,Organisation
496,1501349510986952708,Hate,Community
497,1501349637734555648,Hate,Community
498,1501349717288132612,Hate,Individual
499,1501358861596471302,Hate,Individual
500,1501358969322942467,Hate,Individual
501,1501359061811486721,Hate,Individual
502,1501359078270021635,Hate,Community
503,1501359095936397316,Hate,Individual
504,1501359129012617216,Hate,Individual
505,1501359135971069953,Hate,Organisation
506,1501359178526330881,Hate,Individual
507,1501359229638217729,Hate,Community
508,1501368783000248329,Hate,Community
509,1501368860603211779,Hate,Individual
510,1501368894090629123,Hate,Individual
511,1501368923329081351,Hate,Community
512,1501369014324498432,Hate,Individual
513,1501369095282991108,Hate,Individual
514,1501369136210927624,Hate,Organisation
515,1501369196063645696,Hate,Community
516,1501377939459428358,Hate,Community
517,1501378031973244933,Hate,Organisation
518,1501378200865103874,Hate,Organisation
519,1501378229302611970,Hate,Organisation
520,1501378229642301442,Hate,Organisation
521,1501378293869776899,Hate,Individual
522,1501378309090951173,Hate,Community
523,1501378343337439236,Hate,Organisation
524,1501378379727130630,Hate,Organisation
525,1501386966503505927,Hate,Community
526,1501386969934405632,Hate,Individual
527,1501386999223271427,Hate,Individual
528,1501387008798691333,Hate,Individual
529,1501387200692310017,Hate,Individual
530,1501387259785920519,Hate,Community
531,1501387414878576642,Hate,Community
532,1501396449107628040,Hate,Individual
533,1501396457882009609,Hate,Community
534,1501396458410430468,Hate,Individual
535,1501396461690531842,Hate,Community
536,1501396466350362625,Hate,Community
537,1501396637679243268,Hate,Individual
538,1501396701424148483,Hate,Individual
539,1501396768285675526,Hate,Individual
540,1501396819057668099,Hate,Organisation
541,1501396839043637254,Hate,Organisation
542,1501405794197069827,Hate,Individual
543,1501405801675587586,Hate,Individual
544,1501405923276959745,Hate,Individual
545,1501405983054118914,Hate,Individual
546,1501406003694235651,Hate,Individual
547,1501406033809313794,Hate,Organisation
548,1501406050456846338,Hate,Individual
549,1501406060782837772,Hate,Organisation
550,1501406070622900225,Hate,Community
551,1501406104189693952,Hate,Individual
552,1501406168501166086,Hate,Individual
553,1501406242757038083,Hate,Individual
554,1501415383949053952,Hate,Individual
555,1501415407424446465,Hate,Individual
556,1501415450860990465,Hate,Individual
557,1501415535115784193,Hate,Organisation
558,1501415562639179777,Hate,Organisation
559,1501415608713363456,Hate,Community
560,1501415650941624329,Hate,Community
561,1501425234628554752,Hate,Individual
562,1501425269428523009,Hate,Community
563,1501425290051997698,Hate,Community
564,1501425302030864385,Hate,Individual
565,1501433979660087297,Hate,Individual
566,1501434035863756802,Hate,Individual
567,1501434051391102978,Hate,Community
568,1501434056197636100,Hate,Community
569,1501434106822860802,Hate,Organisation
570,1501434168395268098,Hate,Community
571,1501434200754298883,Hate,Individual
572,1501434207574249472,Hate,Organisation
573,1501434433412468742,Hate,Organisation
574,1501443787024998400,Hate,Organisation
575,1501443794562076673,Hate,Individual
576,1501443938359644161,Hate,Individual
577,1501443938388905985,Hate,Organisation
578,1501444029116039170,Hate,Individual
579,1501444114104995841,Hate,Individual
580,1501444134497882114,Hate,Organisation
581,1501715296293371908,Hate,Individual
582,1501715300475183105,Hate,Organisation
583,1501715300584099844,Hate,Organisation
584,1501715309400674305,Hate,Individual
585,1501715318233874434,Hate,Individual
586,1501715325754101762,Hate,Community
587,1501715335346417668,Hate,Individual
588,1501715342565199872,Hate,Individual
589,1501715362999848961,Hate,Individual
590,1501715371719487490,Hate,Individual
591,1501715376295583744,Hate,Organisation
592,1501715380544307202,Hate,Organisation
593,1501715405366308870,Hate,Individual
594,1501715431152881665,Hate,Individual
595,1501715453475196928,Hate,Community
596,1501715460076847108,Hate,Individual
597,1501715488589725700,Hate,Individual
598,1501715509871464451,Hate,Individual
599,1501715535591088136,Hate,Community
600,1501715568402984962,Hate,Individual
601,1501715611302252548,Hate,Community
602,1501715678495051779,Hate,Organisation
603,1501715678675537930,Hate,Individual
604,1501715745708806144,Hate,Community
605,1501715765581336577,Hate,Individual
606,1501724726246645762,Hate,Community
607,1501724768554389505,Hate,Community
608,1501724856789970955,Hate,Individual
609,1501724865170223106,Hate,Individual
610,1501724869616193541,Hate,Individual
611,1501724944144777222,Hate,Community
612,1501725057701269510,Hate,Individual
613,1501725075162152961,Hate,Community
614,1501725146519941124,Hate,Individual
615,1501725178874585091,Hate,Organisation
616,1501734293046968323,Hate,Individual
617,1501734371489103875,Hate,Organisation
618,1501734392720285697,Hate,Individual
619,1501734405718478849,Hate,Individual
620,1501734417626193920,Hate,Organisation
621,1501734427189125123,Hate,Individual
622,1501734444532928513,Hate,Individual
623,1501734548379291651,Hate,Individual
624,1501734594063699968,Hate,Individual
625,1501734619070152705,Hate,Individual
626,1501734712422846464,Hate,Individual
627,1501734717577740294,Hate,Individual
628,1501744389600776193,Hate,Organisation
629,1501744438736998401,Hate,Organisation
630,1501744447339520007,Hate,Individual
631,1501744458794254338,Hate,Organisation
632,1501744472803057671,Hate,Individual
633,1501744480902385665,Hate,Individual
634,1501744528205787139,Hate,Organisation
635,1501744589669113858,Hate,Organisation
636,1501744607888957443,Hate,Individual
637,1501744627098927105,Hate,Individual
638,1501744635718385665,Hate,Organisation
639,1501744673366368259,Hate,Individual
640,1501744719499567106,Hate,Organisation
641,1501753396159782913,Hate,Individual
642,1501753588955193345,Hate,Individual
643,1501753624548028416,Hate,Individual
644,1501753851543699456,Hate,Individual
645,1501762981423636483,Hate,Individual
646,1501762993599754244,Hate,Individual
647,1501763074851844096,Hate,Community
648,1501772666780274688,Hate,Community
649,1501772742189883395,Hate,Organisation
650,1501772786846470146,Hate,Organisation
651,1501772885131677697,Hate,Individual
652,1501772942702690309,Hate,Community
653,1501772953003954176,Hate,Organisation
654,1501772961249959939,Hate,Community
655,1501772978190794752,Hate,Community
656,1501781748677500928,Hate,Individual
657,1501781869670637569,Hate,Individual
658,1501781902746865664,Hate,Organisation
659,1501782015150071812,Hate,Community
660,1501782018287611904,Hate,Community
661,1501782056937918464,Hate,Individual
662,1501790925580025859,Hate,Community
663,1501790986019684356,Hate,Community
664,1501790987013836802,Hate,Individual
665,1501791007519621125,Hate,Individual
666,1501791127480979456,Hate,Individual
667,1501791142999838721,Hate,Individual
668,1501791173500887040,Hate,Organisation
669,1501791264798240769,Hate,Individual
670,1501800114435801089,Hate,Community
671,1501800175848804352,Hate,Organisation
672,1501800224729309184,Hate,Individual
673,1501800285492199426,Hate,Organisation
674,1501800452567961603,Hate,Community
675,1502072298345541636,Hate,Individual
676,1502072306704728064,Hate,Individual
677,1502072333317595141,Hate,Organisation
678,1502072349117530121,Hate,Community
679,1502072424283590657,Hate,Individual
680,1502072436887539721,Hate,Organisation
681,1502072496522240002,Hate,Individual
682,1502072525987233792,Hate,Individual
683,1502072573047283716,Hate,Organisation
684,1502072593184358400,Hate,Individual
685,1502072602474471426,Hate,Individual
686,1502072608958959617,Hate,Individual
687,1502081589261615105,Hate,Organisation
688,1502081620068683805,Hate,Organisation
689,1502081733331669012,Hate,Organisation
690,1502081749685354499,Hate,Community
691,1502081794752999425,Hate,Community
692,1502081837656678402,Hate,Individual
693,1502090363854458882,Hate,Individual
694,1502090457744035860,Hate,Individual
695,1502090468460359680,Hate,Individual
696,1502090523842129920,Hate,Community
697,1502090576782577698,Hate,Individual
698,1502090644927483905,Hate,Individual
699,1502098924181413889,Hate,Individual
700,1502098953545797633,Hate,Community
701,1502098993630875652,Hate,Individual
702,1502099008227098635,Hate,Organisation
703,1502099018372960261,Hate,Individual
704,1502099041685061637,Hate,Individual
705,1502099067957956610,Hate,Individual
706,1502099096273833985,Hate,Community
707,1502099118730231814,Hate,Community
708,1502099184035545105,Hate,Individual
709,1502099268043251715,Hate,Individual
710,1502099294244978688,Hate,Individual
711,1502108546229366784,Hate,Individual
712,1502108556086198278,Hate,Individual
713,1502108638697172994,Hate,Community
714,1502108696687656963,Hate,Individual
715,1502108786336710658,Hate,Individual
716,1502108795132321793,Hate,Individual
717,1502108827336032269,Hate,Individual
718,1502108884647002132,Hate,Organisation
719,1502117644849192961,Hate,Individual
720,1502117720522997789,Hate,Community
721,1502117738117885953,Hate,Individual
722,1502117751468478464,Hate,Individual
723,1502117844519198723,Hate,Organisation
724,1502117987276533761,Hate,Community
725,1502117992523612200,Hate,Community
726,1502126477588185094,Hate,Individual
727,1502126566389735425,Hate,Individual
728,1502126602787958784,Hate,Individual
729,1502126605497663490,Hate,Individual
730,1502126675055693829,Hate,Individual
731,1502134957971435520,Hate,Community
732,1502135146820034566,Hate,Individual
733,1502135163698171906,Hate,Community
734,1502135237253296135,Hate,Individual
735,1502135333550534658,Hate,Individual
736,1502144826589941761,Hate,Community
737,1502144875277565953,Hate,Individual
738,1502144920651399168,Hate,Individual
739,1502144925168668672,Hate,Organisation
740,1502144993716101128,Hate,Community
741,1502145054944768000,Hate,Individual
742,1502145067603009541,Hate,Individual
743,1502145076620926978,Hate,Individual
744,1502145119763537921,Hate,Community
745,1502145156467675137,Hate,Organisation
746,1502145181369266177,Hate,Organisation
747,1502153974761197576,Hate,Community
748,1502153997817245704,Hate,Individual
749,1502154010748342284,Hate,Organisation
750,1502154016431632385,Hate,Individual
751,1502154020965609472,Hate,Organisation
752,1502154077844619265,Hate,Organisation
753,1502154154587742216,Hate,Individual
754,1502154209415745540,Hate,Individual
755,1502154249387450371,Hate,Individual
756,1502154296036511744,Hate,Community
757,1502154302189543424,Hate,Organisation
758,1502154357151731715,Hate,Individual
759,1502154404681568262,Hate,Individual
760,1502163535362547712,Hate,Individual
761,1502167384227909632,Hate,Individual
762,1502167435104772100,Hate,Individual
763,1502167461679878145,Hate,Individual
764,1502167590688280583,Hate,Community
765,1502167698318315524,Hate,Individual
766,1502167740533989379,Hate,Community
767,1502167743541379073,Hate,Organisation
768,1502439568737710084,Hate,Individual
769,1502439602069590018,Hate,Individual
770,1502439649762963457,Hate,Individual
771,1502439669115625480,Hate,Individual
772,1502439717849210891,Hate,Individual
773,1502439729857400832,Hate,Individual
774,1502439748320833540,Hate,Organisation
775,1502439871469731843,Hate,Individual
776,1502439880076533764,Hate,Community
