TweetID,Labels,Targets
1500985072782036995,Hate,Individual
1500985080247996416,Hate,Individual
1500992710911479812,Hate,Individual
1500992822639755264,Hate,Organisation
1500992885738532864,Hate,Individual
1500992893741199361,Hate,Organisation
1500999904327569410,Hate,Community
1500999940364931072,Hate,Community
1501000040952836103,Hate,Individual
1501000057633796096,Hate,Organisation
1501000116752293889,Hate,Individual
1501000136620711936,Hate,Individual
1501000145629945857,Hate,Organisation
1501000198557941765,Hate,Individual
1501000214366330887,Hate,Organisation
1501008526012993539,Hate,Community
1501008547626242049,Hate,Individual
1501008573010223111,Hate,Individual
1501008611249688578,Hate,Organisation
1501017284973895684,Hate,Individual
1501017288455032834,Hate,Individual
1501017293152821255,Hate,Individual
1501017369031892993,Hate,Individual
1501017506516914179,Hate,Individual
1501025422082981893,Hate,Organisation
1501025460247007235,Hate,Individual
1501025496640851968,Hate,Individual
1501034100051922944,Hate,Individual
1501034104229404674,Hate,Individual
1501034202308898816,Hate,Individual
1501034212308172808,Hate,Organisation
1501042534633680901,Hate,Organisation
1501042731002384384,Hate,Individual
1501042740112539650,Hate,Individual
1501042760178089985,Hate,Individual
1501042807393292293,Hate,Individual
1501050831906426881,Hate,Individual
1501051008994222086,Hate,Individual
1501051016447283202,Hate,Individual
1501058943543652352,Hate,Organisation
1501058946714509313,Hate,Individual
1501059034849308676,Hate,Individual
1501059141594406913,Hate,Community
1501059247282524164,Hate,Organisation
1501067770833752064,Hate,Organisation
1501067961725071366,Hate,Individual
1501076039816122370,Hate,Community
1501076228601614337,Hate,Individual
1501076250122612736,Hate,Community
1501076328820490242,Hate,Community
1501076354300887044,Hate,Organisation
1501084050710097922,Hate,Individual
1501084104678260737,Hate,Individual
1501084132868509696,Hate,Organisation
1501349263791595520,Hate,Individual
1501349378157690887,Hate,Individual
1501349389788332041,Hate,Individual
1501349717288132612,Hate,Individual
1501358861596471302,Hate,Individual
1501358969322942467,Hate,Individual
1501359061811486721,Hate,Individual
1501359095936397316,Hate,Individual
1501359129012617216,Hate,Individual
1501359135971069953,Hate,Organisation
1501359178526330881,Hate,Individual
1501359229638217729,Hate,Community
1501368860603211779,Hate,Individual
1501368894090629123,Hate,Individual
1501368923329081351,Hate,Community
1501369136210927624,Hate,Organisation
1501369196063645696,Hate,Community
1501377939459428358,Hate,Community
1501378031973244933,Hate,Organisation
1501378200865103874,Hate,Organisation
1501378229302611970,Hate,Organisation
1501378229642301442,Hate,Organisation
1501378293869776899,Hate,Individual
1501378343337439236,Hate,Organisation
1501378379727130630,Hate,Organisation
1501386969934405632,Hate,Individual
1501387259785920519,Hate,Community
1501387414878576642,Hate,Community
1501396449107628040,Hate,Individual
1501396457882009609,Hate,Community
1501396458410430468,Hate,Individual
1501396461690531842,Hate,Community
1501396466350362625,Hate,Community
1501396637679243268,Hate,Individual
1501396819057668099,Hate,Organisation
1501396839043637254,Hate,Organisation
1501405794197069827,Hate,Individual
1501405983054118914,Hate,Individual
1501406070622900225,Hate,Community
1501406104189693952,Hate,Individual
1501415383949053952,Hate,Individual
1501415535115784193,Hate,Organisation
1501415608713363456,Hate,Community
1501415650941624329,Hate,Community
1501425234628554752,Hate,Individual
1501425269428523009,Hate,Community
1501425302030864385,Hate,Individual
1501433979660087297,Hate,Individual
1501434035863756802,Hate,Individual
1501434051391102978,Hate,Community
1501434056197636100,Hate,Community
1501434106822860802,Hate,Organisation
1501434168395268098,Hate,Community
1501434200754298883,Hate,Individual
1501434207574249472,Hate,Organisation
1501434433412468742,Hate,Organisation
1501443787024998400,Hate,Organisation
1501443794562076673,Hate,Individual
1501443938388905985,Hate,Organisation
1501444029116039170,Hate,Individual
1501444114104995841,Hate,Individual
1501715296293371908,Hate,Individual
1501715309400674305,Hate,Individual
1501715318233874434,Hate,Individual
1501715325754101762,Hate,Community
1501715335346417668,Hate,Individual
1501715342565199872,Hate,Individual
1501715362999848961,Hate,Individual
1501715371719487490,Hate,Individual
1501715380544307202,Hate,Organisation
1501715405366308870,Hate,Individual
1501715431152881665,Hate,Individual
1501715460076847108,Hate,Individual
1501715488589725700,Hate,Individual
1501715509871464451,Hate,Individual
1501715535591088136,Hate,Community
1501715568402984962,Hate,Individual
1501715611302252548,Hate,Community
1501715745708806144,Hate,Community
1501715765581336577,Hate,Individual
1501724726246645762,Hate,Community
1501724865170223106,Hate,Individual
1501725057701269510,Hate,Individual
1501725075162152961,Hate,Community
1501725146519941124,Hate,Individual
1501725178874585091,Hate,Organisation
1501734293046968323,Hate,Individual
1501734371489103875,Hate,Organisation
1501734405718478849,Hate,Individual
1501734417626193920,Hate,Organisation
1501734427189125123,Hate,Individual
1501734444532928513,Hate,Individual
1501734594063699968,Hate,Individual
1501734717577740294,Hate,Individual
1501744389600776193,Hate,Organisation
1501744438736998401,Hate,Organisation
1501744458794254338,Hate,Organisation
1501744480902385665,Hate,Individual
1501744528205787139,Hate,Organisation
1501744589669113858,Hate,Organisation
1501744607888957443,Hate,Individual
1501744627098927105,Hate,Individual
1501744635718385665,Hate,Organisation
1501744673366368259,Hate,Individual
1501744719499567106,Hate,Organisation
1501753396159782913,Hate,Individual
1501753624548028416,Hate,Individual
1501753851543699456,Hate,Individual
1501762981423636483,Hate,Individual
1501772666780274688,Hate,Community
1501772786846470146,Hate,Organisation
1501772978190794752,Hate,Community
1501781869670637569,Hate,Individual
1501782015150071812,Hate,Community
1501782018287611904,Hate,Community
1501782056937918464,Hate,Individual
1501790925580025859,Hate,Community
1501791007519621125,Hate,Individual
1501791142999838721,Hate,Individual
1501791173500887040,Hate,Organisation
1501800114435801089,Hate,Community
1501800224729309184,Hate,Individual
1501800285492199426,Hate,Organisation
1501800452567961603,Hate,Community
1502072298345541636,Hate,Individual
1502072306704728064,Hate,Individual
1502072333317595141,Hate,Organisation
1502072496522240002,Hate,Individual
1502072573047283716,Hate,Organisation
1502072593184358400,Hate,Individual
1502072602474471426,Hate,Individual
1502072608958959617,Hate,Individual
1502081589261615105,Hate,Organisation
1502081620068683805,Hate,Organisation
1502081733331669012,Hate,Organisation
1502081749685354499,Hate,Community
1502081794752999425,Hate,Community
1502081837656678402,Hate,Individual
1502090363854458882,Hate,Individual
1502090457744035860,Hate,Individual
1502090523842129920,Hate,Community
1502090576782577698,Hate,Individual
1502090644927483905,Hate,Individual
1502098924181413889,Hate,Individual
1502098953545797633,Hate,Community
1502098993630875652,Hate,Individual
1502099008227098635,Hate,Organisation
1502099018372960261,Hate,Individual
1502099041685061637,Hate,Individual
1502099067957956610,Hate,Individual
1502099096273833985,Hate,Community
1502099184035545105,Hate,Individual
1502099294244978688,Hate,Individual
1502108546229366784,Hate,Individual
1502108556086198278,Hate,Individual
1502108638697172994,Hate,Community
1502108696687656963,Hate,Individual
1502108786336710658,Hate,Individual
1502108795132321793,Hate,Individual
1502108884647002132,Hate,Organisation
1502117644849192961,Hate,Individual
1502117738117885953,Hate,Individual
1502117844519198723,Hate,Organisation
1502117987276533761,Hate,Community
1502126477588185094,Hate,Individual
1502126566389735425,Hate,Individual
1502126602787958784,Hate,Individual
1502126675055693829,Hate,Individual
1502134957971435520,Hate,Community
1502135146820034566,Hate,Individual
1502135163698171906,Hate,Community
1502135333550534658,Hate,Individual
1502144826589941761,Hate,Community
1502144875277565953,Hate,Individual
1502144925168668672,Hate,Organisation
1502144993716101128,Hate,Community
1502145054944768000,Hate,Individual
1502145067603009541,Hate,Individual
1502145119763537921,Hate,Community
1502145156467675137,Hate,Organisation
1502153997817245704,Hate,Individual
1502154010748342284,Hate,Organisation
1502154016431632385,Hate,Individual
1502154020965609472,Hate,Organisation
1502154077844619265,Hate,Organisation
1502154154587742216,Hate,Individual
1502154249387450371,Hate,Individual
1502154302189543424,Hate,Organisation
1502154357151731715,Hate,Individual
1502154404681568262,Hate,Individual
1502167384227909632,Hate,Individual
1502167435104772100,Hate,Individual
1502167461679878145,Hate,Individual
1502167590688280583,Hate,Community
1502167698318315524,Hate,Individual
1502167740533989379,Hate,Community
1502167743541379073,Hate,Organisation
1502439568737710084,Hate,Individual
1502439649762963457,Hate,Individual
1502439669115625480,Hate,Individual
1502439717849210891,Hate,Individual
1502439729857400832,Hate,Individual
1502439748320833540,Hate,Organisation
1502439871469731843,Hate,Individual
1502439880076533764,Hate,Community
1502439926738001927,Hate,Individual
1502447903826137091,Hate,Individual
1502448031941242885,Hate,Individual
1502448101365325828,Hate,Community
1502448109959487495,Hate,Organisation
1502448143119667203,Hate,Individual
1502448221498617865,Hate,Individual
1502456677936771076,Hate,Community
1502456711432441857,Hate,Individual
1502456737588482052,Hate,Individual
1502456770802987013,Hate,Individual
1502456792093274112,Hate,Community
1502456809927299075,Hate,Individual
1502456838524387329,Hate,Individual
1502456890621857793,Hate,Individual
1502456909630087170,Hate,Community
1502456964189757446,Hate,Individual
1502456964684517379,Hate,Community
1502457006481113089,Hate,Individual
1502457036537180164,Hate,Community
1502457078895587328,Hate,Individual
1502457097602097154,Hate,Individual
1502457122956750848,Hate,Individual
1502466019654348803,Hate,Organisation
1502466035953270789,Hate,Individual
1502466051740561410,Hate,Individual
1502466061794361345,Hate,Individual
1502466109022347267,Hate,Individual
1502466127917719558,Hate,Individual
1502474764492881928,Hate,Individual
1502474785984499715,Hate,Organisation
1502474794016509953,Hate,Individual
1502474811146125314,Hate,Individual
1502474846541860872,Hate,Individual
1502474866544582656,Hate,Organisation
1502474882503753729,Hate,Organisation
1502474902158327809,Hate,Individual
1502474914141454336,Hate,Individual
1502474952859000838,Hate,Community
1502474957787389953,Hate,Individual
1502474971695620098,Hate,Community
1502475050145890307,Hate,Individual
1502475110204297218,Hate,Organisation
1502475173957705735,Hate,Community
1502483870217916420,Hate,Individual
1502483988459495425,Hate,Organisation
1502484000337711104,Hate,Community
1502484013260451841,Hate,Individual
1502484034907422722,Hate,Individual
1502484107460329474,Hate,Individual
1502484165232631808,Hate,Individual
1502484176745861124,Hate,Individual
1502484266021621763,Hate,Organisation
1502493073552683008,Hate,Individual
1502493164283650050,Hate,Individual
1502493198018658308,Hate,Individual
1502493231010893825,Hate,Individual
1502493238946836485,Hate,Individual
1502493274984099841,Hate,Community
1502493328025161729,Hate,Organisation
1502493345385525250,Hate,Community
1502502703892627460,Hate,Individual
1502502820893048834,Hate,Individual
1502502881756434434,Hate,Organisation
1502502960961572868,Hate,Individual
1502511974827048961,Hate,Individual
1502511979109494786,Hate,Individual
1502511994032828417,Hate,Individual
1502512018212810754,Hate,Individual
1502512154217381888,Hate,Individual
1502512163486769152,Hate,Individual
1502512221066252308,Hate,Community
1502521710511366146,Hate,Community
1502521756032008194,Hate,Individual
1502521845429547008,Hate,Individual
1502521934524911616,Hate,Organisation
1502522037318742017,Hate,Organisation
1502522043119583232,Hate,Individual
1502522081627435010,Hate,Individual
1502522100866863105,Hate,Community
1502530489730859009,Hate,Individual
1502801734455898115,Hate,Organisation
1502801763996516355,Hate,Individual
1502801810016382981,Hate,Individual
1502810823441461258,Hate,Individual
1502819296547950592,Hate,Organisation
1502819317561372677,Hate,Individual
1502819337173934087,Hate,Community
1502819499610820611,Hate,Individual
1502819541277159424,Hate,Individual
1502819681320804353,Hate,Organisation
1502819695849840646,Hate,Individual
1502827382616604673,Hate,Individual
1502827383937716229,Hate,Individual
1502827400769458176,Hate,Community
1502827660887613440,Hate,Individual
1502827816454434816,Hate,Organisation
1502836247278100483,Hate,Individual
1502836273425256451,Hate,Community
1502836372586983424,Hate,Individual
1502836402295353347,Hate,Individual
1502836424600477698,Hate,Individual
1502844751246069767,Hate,Individual
1502844795886059520,Hate,Individual
1502844826215231488,Hate,Community
1502844917760118784,Hate,Community
1502853383635537923,Hate,Individual
1502853539688857600,Hate,Organisation
1502853607166676992,Hate,Individual
1502853634744537091,Hate,Organisation
1502853640565891075,Hate,Community
1502853739081703428,Hate,Individual
1502862218420887553,Hate,Individual
1502862327481344009,Hate,Individual
1502862354257694734,Hate,Individual
1502862393679876097,Hate,Individual
1502862443508240387,Hate,Community
1502862533329231872,Hate,Individual
1502871911730237442,Hate,Organisation
1502871992025989121,Hate,Organisation
1502872077656748036,Hate,Community
1502872236952371203,Hate,Organisation
1502872237346598913,Hate,Individual
1502872281646731268,Hate,Organisation
1502872284150829056,Hate,Individual
1502881269298102274,Hate,Individual
1502881328982904833,Hate,Organisation
1502881398411120641,Hate,Individual
1502881419248480258,Hate,Individual
1502881439167176713,Hate,Individual
1502881542892400643,Hate,Individual
1502881622135169024,Hate,Community
1502881709380972553,Hate,Organisation
1502889924038647812,Hate,Organisation
1502889946255806465,Hate,Individual
1502890083321454592,Hate,Individual
1502890113679904768,Hate,Individual
1502890137558024193,Hate,Community
1502890165458673667,Hate,Community
1503166407328120835,Hate,Individual
1503166556162953217,Hate,Individual
1503166594414903297,Hate,Organisation
1503166692519776265,Hate,Organisation
1503174221291307011,Hate,Individual
1503174258087837696,Hate,Individual
1503174307874160646,Hate,Organisation
1503174343655714818,Hate,Community
1503174395178627072,Hate,Individual
1503174440733007874,Hate,Community
1503174559209504768,Hate,Community
1503174616600047621,Hate,Individual
1503182812693815303,Hate,Individual
1503182822546329603,Hate,Organisation
1503182914539954176,Hate,Organisation
1503182951462416385,Hate,Individual
1503182989156569099,Hate,Organisation
1503183037491785728,Hate,Individual
1503183056097619971,Hate,Individual
1503183064922730497,Hate,Individual
1503183078797488128,Hate,Individual
1503183165074161664,Hate,Organisation
1503191264057073668,Hate,Community
1503191274265866242,Hate,Individual
1503191374589403137,Hate,Individual
1503274937699782656,Hate,Individual
1503275017039237124,Hate,Individual
1503275029043322883,Hate,Community
1503275085892767744,Hate,Individual
1503283289309728771,Hate,Community
1503283346922786817,Hate,Organisation
1503283358553423874,Hate,Individual
1503291091470139392,Hate,Individual
1503291102899499010,Hate,Individual
1503291212316434439,Hate,Organisation
1503298684116742144,Hate,Individual
1503298734746222598,Hate,Individual
1503298784960339975,Hate,Individual
1503298834256248832,Hate,Community
1503298864215957504,Hate,Individual
1503298923460370433,Hate,Individual
1503299027269419012,Hate,Community
1503307202022440962,Hate,Community
1503307229675597824,Hate,Community
1503307233911836674,Hate,Organisation
1503307241012740098,Hate,Individual
1503307329353273349,Hate,Community
1503307330238173189,Hate,Organisation
1503525940151742464,Hate,Individual
1503525987673333762,Hate,Individual
1503526003540381697,Hate,Individual
1503526014508535808,Hate,Community
1503526018803503110,Hate,Individual
1503526044598472706,Hate,Organisation
1503526069974011908,Hate,Individual
1503526086168268812,Hate,Individual
1503526242003337221,Hate,Organisation
1503526297510854656,Hate,Community
1503526316750090241,Hate,Individual
1503534078284292096,Hate,Community
1503534083128762370,Hate,Community
1503534177211367434,Hate,Individual
1503534182462541825,Hate,Individual
1503534275672834049,Hate,Individual
1503534344538927106,Hate,Individual
1503534379984953346,Hate,Individual
1503541342600896519,Hate,Individual
1503541354831527936,Hate,Organisation
1503541451937918977,Hate,Individual
1503541510201040898,Hate,Individual
1503541602018598915,Hate,Organisation
1503541681324404737,Hate,Individual
1503541734952865805,Hate,Individual
1503549386277765121,Hate,Community
1503549483153604610,Hate,Individual
1503549524005990401,Hate,Individual
1503549604864086017,Hate,Community
1503549633292910597,Hate,Individual
1503549671423324160,Hate,Individual
1503549697084076035,Hate,Individual
1503556825395912709,Hate,Individual
1503556903447805960,Hate,Individual
1503556936494632963,Hate,Individual
1503557158406811649,Hate,Organisation
1503565158311890951,Hate,Community
1503565233222139905,Hate,Individual
1503565336666247168,Hate,Individual
1503572586835419139,Hate,Individual
1503572587577716741,Hate,Organisation
1503572670298083333,Hate,Individual
1503572676618690563,Hate,Individual
1503572751897882626,Hate,Individual
1503572777278013444,Hate,Organisation
1503572824866398212,Hate,Individual
1503572834009837570,Hate,Individual
1503572880130465797,Hate,Organisation
1503572888041177094,Hate,Individual
1503572952834576384,Hate,Organisation
1503580384428273669,Hate,Individual
1503580483661225984,Hate,Organisation
1503580512232914944,Hate,Organisation
1503580522664103936,Hate,Community
1503580692558479360,Hate,Individual
1503580753627697154,Hate,Organisation
1503587862805049345,Hate,Individual
1503587973954158594,Hate,Individual
1503588136324059139,Hate,Individual
1503588192297095172,Hate,Individual
1504246928623603712,Hate,Individual
1504246948106276871,Hate,Individual
1504246970281455616,Hate,Organisation
1504247042394103808,Hate,Individual
1504247107699548161,Hate,Organisation
1504247112908910592,Hate,Individual
1504247120609652742,Hate,Organisation
1504247212062162944,Hate,Community
1504247238305980422,Hate,Individual
1504247260544126980,Hate,Organisation
1504247305246949377,Hate,Individual
1504247318765314052,Hate,Individual
1504247347865292800,Hate,Individual
1504256231355162630,Hate,Individual
1504256240721006601,Hate,Individual
1504256240817475587,Hate,Organisation
1504256316243591169,Hate,Individual
1504256345519890435,Hate,Organisation
1504256351739863045,Hate,Individual
1504256412624502787,Hate,Organisation
1504256461123194884,Hate,Individual
1504256491368624128,Hate,Organisation
1504256538629873666,Hate,Individual
1504256549014827008,Hate,Community
1504256579549294596,Hate,Community
1504256592128413696,Hate,Individual
1504256649925574656,Hate,Individual
1504256721178431488,Hate,Individual
1504265969564151809,Hate,Organisation
1504265995032141827,Hate,Organisation
1504266128444567557,Hate,Individual
1504266167749206018,Hate,Organisation
1504266183205339139,Hate,Individual
1504266192986333186,Hate,Individual
1504266311848845315,Hate,Individual
1504266318349971456,Hate,Individual
1504275881224777739,Hate,Community
1504275895246331904,Hate,Organisation
1504275914892402701,Hate,Individual
1504383054105628676,Hate,Individual
1504383063026978818,Hate,Individual
1504383164025917448,Hate,Individual
1504383173555372033,Hate,Organisation
1504383193591521280,Hate,Community
1504392788355387393,Hate,Individual
1504392814310080512,Hate,Community
1504392816730021896,Hate,Community
1504392974750396416,Hate,Individual
1504393086520209415,Hate,Individual
1504393107227480072,Hate,Individual
1504393262941052931,Hate,Individual
1504402163023425539,Hate,Individual
1504402170850025473,Hate,Individual
1504402264093560840,Hate,Individual
1504402278924574720,Hate,Organisation
1504402453390893058,Hate,Individual
1504402553186004995,Hate,Individual
1504411178163970053,Hate,Community
1504411311685439493,Hate,Community
1504411321470697477,Hate,Individual
1504411383630286853,Hate,Organisation
1504430151454633988,Hate,Individual
1504430184740569089,Hate,Individual
1504430219632934921,Hate,Individual
1504430256119238657,Hate,Community
1504430269390016515,Hate,Community
1504430534281375745,Hate,Organisation
1504439880247480329,Hate,Individual
1505336660657160203,Hate,Individual
1505336673290395649,Hate,Individual
1505336717976473605,Hate,Community
1505336739413471235,Hate,Organisation
1505336764705222660,Hate,Organisation
1505336772296941577,Hate,Individual
